timestamp,open,high,low,close,volume
2024-11-08 19:45:00,208.2800,208.3000,208.1500,208.2450,7514
2024-11-08 19:30:00,208.1400,208.2800,208.1400,208.2400,9850
2024-11-08 19:15:00,208.2350,208.2799,208.1200,208.2000,6069
2024-11-08 19:00:00,208.2700,208.3300,208.2300,208.2350,2058
2024-11-08 18:45:00,208.3000,208.3500,208.2500,208.2700,3510
2024-11-08 18:30:00,208.3300,208.3300,208.2300,208.2900,2172
2024-11-08 18:15:00,208.2750,208.5500,208.2200,208.2500,3790
2024-11-08 18:00:00,208.2650,208.3500,208.1900,208.2200,4059
2024-11-08 17:45:00,208.3500,208.4000,208.1800,208.2650,2994
2024-11-08 17:30:00,208.3500,208.4000,208.3000,208.3000,2860
2024-11-08 17:15:00,208.3600,208.4200,208.1800,208.3200,265722
2024-11-08 17:00:00,208.4100,209.7500,208.1800,208.3600,158500
2024-11-08 16:45:00,208.4500,208.6000,208.2000,208.3607,27913
2024-11-08 16:30:00,208.2350,208.5000,208.0300,208.4650,19486
2024-11-08 16:15:00,208.2400,208.2500,208.1800,208.2350,21731
2024-11-08 16:00:00,208.2900,208.4300,193.9600,208.2500,14088365
2024-11-08 15:45:00,208.2300,208.5400,207.4400,208.2900,3943020
2024-11-08 15:30:00,208.2700,208.3500,207.9000,208.2250,1387948
2024-11-08 15:15:00,208.5900,208.7600,208.0700,208.2600,936615
2024-11-08 15:00:00,208.5700,208.6400,208.2200,208.5958,891087
2024-11-08 14:45:00,208.8800,209.0500,208.5500,208.5600,802940
2024-11-08 14:30:00,208.7750,209.1400,208.6700,208.8680,643113
2024-11-08 14:15:00,208.5700,208.8000,208.3800,208.7750,618121
2024-11-08 14:00:00,208.9000,209.0300,208.5400,208.5700,600835
2024-11-08 13:45:00,209.2000,209.2100,208.6750,208.9200,659981
2024-11-08 13:30:00,208.9900,209.3100,208.8800,209.2100,647959
2024-11-08 13:15:00,209.0600,209.1700,208.9000,208.9901,464380
2024-11-08 13:00:00,209.1900,209.3000,208.9800,209.0750,761982
2024-11-08 12:45:00,208.9900,209.4300,208.9600,209.1800,649875
2024-11-08 12:30:00,208.9450,209.1900,208.9000,208.9850,566284
2024-11-08 12:15:00,208.9200,209.3100,208.9000,208.9450,536755
2024-11-08 12:00:00,209.1700,209.4000,208.8850,208.9250,562978
2024-11-08 11:45:00,209.2350,209.2750,208.9150,209.1634,609020
2024-11-08 11:30:00,209.3400,209.5399,209.1450,209.2350,750008
2024-11-08 11:15:00,208.8800,209.4300,208.8500,209.3350,798396
2024-11-08 11:00:00,208.6400,208.9700,208.2000,208.8900,898996
2024-11-08 10:45:00,208.2721,208.7300,208.2000,208.6276,1022666
2024-11-08 10:30:00,208.4100,208.6300,208.0200,208.2800,1212771
2024-11-08 10:15:00,208.8000,209.3280,208.4000,208.4100,1259753
2024-11-08 10:00:00,209.4800,209.8602,208.5600,208.7900,1364170
2024-11-08 09:45:00,209.1300,209.7700,208.8900,209.4900,1440984
2024-11-08 09:30:00,209.7200,209.9633,208.5010,209.1400,2850430
2024-11-08 09:15:00,209.0000,210.2300,208.7400,209.7770,97206
2024-11-08 09:00:00,209.0100,209.0600,208.8500,208.9600,43138
2024-11-08 08:45:00,208.8900,209.0100,207.5550,209.0050,24597
2024-11-08 08:30:00,209.5800,209.6000,208.5000,208.9350,66933
2024-11-08 08:15:00,209.5800,209.8700,209.3900,209.5201,20910
2024-11-08 08:00:00,210.0500,211.0000,208.6200,209.6257,79938
2024-11-08 07:45:00,209.6100,209.7500,209.4800,209.6700,6727
2024-11-08 07:30:00,209.4000,209.6300,209.2600,209.5700,6779
2024-11-08 07:15:00,209.6600,209.7000,209.3000,209.4200,12441
2024-11-08 07:00:00,209.2000,209.6800,209.1400,209.5600,22090
2024-11-08 06:45:00,209.2300,209.3700,209.1000,209.1400,6395
2024-11-08 06:30:00,208.9000,209.3000,208.7500,209.2000,5218
2024-11-08 06:15:00,208.7600,208.9000,208.7000,208.9000,5633
2024-11-08 06:00:00,209.2000,209.3200,208.6000,208.7700,24188
2024-11-08 05:45:00,208.8000,209.2700,208.7500,209.2000,9044
2024-11-08 05:30:00,209.9300,209.9900,208.6600,208.7500,14466
2024-11-08 05:15:00,210.1000,210.2300,209.9000,210.0100,13719
2024-11-08 05:00:00,210.3800,210.4100,210.1000,210.1200,6366
2024-11-08 04:45:00,210.5600,210.6200,210.3800,210.3900,3820
2024-11-08 04:30:00,210.5600,210.6900,210.4700,210.5600,5913
2024-11-08 04:15:00,210.5900,210.7100,210.5300,210.6300,2567
2024-11-08 04:00:00,210.9900,210.9900,210.2700,210.5900,6614
2024-11-07 19:45:00,210.2600,210.2700,210.1100,210.2700,7143
2024-11-07 19:30:00,210.2600,210.2700,210.0100,210.2600,8567
2024-11-07 19:15:00,210.1550,210.2600,210.1100,210.2600,10282
2024-11-07 19:00:00,210.1300,210.2300,210.0900,210.1550,5130
2024-11-07 18:45:00,210.1100,210.1500,210.0500,210.1000,6020
2024-11-07 18:30:00,210.1450,210.2000,210.0500,210.1000,16445
2024-11-07 18:15:00,210.1400,210.2000,210.0900,210.1450,3731
2024-11-07 18:00:00,210.2568,210.2600,210.0600,210.1400,8506
2024-11-07 17:45:00,210.0600,210.2600,210.0600,210.2600,15565
2024-11-07 17:30:00,210.0400,210.1000,210.0000,210.0800,10262
2024-11-07 17:15:00,210.1000,221.3535,210.0000,210.0200,259373
2024-11-07 17:00:00,210.1900,210.2000,210.0100,210.0100,7159
2024-11-07 16:45:00,210.0500,210.2000,210.0100,210.1800,11905
2024-11-07 16:30:00,210.0800,210.1800,210.0100,210.0600,138690
2024-11-07 16:15:00,210.0500,210.4300,210.0500,210.1800,75568
2024-11-07 16:00:00,210.2200,210.4999,199.1100,210.4000,13074695
2024-11-07 15:45:00,210.1300,210.4900,209.6600,210.2200,3516817
2024-11-07 15:30:00,210.0100,210.1572,209.8100,210.1250,1211484
2024-11-07 15:15:00,210.2500,210.3500,209.9400,210.0100,1108102
2024-11-07 15:00:00,209.9700,210.3300,209.8000,210.2600,1190166
2024-11-07 14:45:00,209.4700,209.9900,209.2100,209.9800,1116362
2024-11-07 14:30:00,209.5400,210.0600,209.2120,209.4900,1384253
2024-11-07 14:15:00,209.7300,209.8000,209.5000,209.5458,688370
2024-11-07 14:00:00,209.7809,210.0400,209.5000,209.7250,951508
2024-11-07 13:45:00,209.4500,209.8100,209.3100,209.7600,932541
2024-11-07 13:30:00,209.8000,209.8800,209.4100,209.4300,654967
2024-11-07 13:15:00,209.8000,210.0700,209.7400,209.8129,594507
2024-11-07 13:00:00,210.1700,210.2600,209.7800,209.8000,778169
2024-11-07 12:45:00,210.1400,210.3000,210.0300,210.1500,691677
2024-11-07 12:30:00,209.6900,210.2000,209.4300,210.1499,936205
2024-11-07 12:15:00,210.5450,210.6600,209.5700,209.6900,1044205
2024-11-07 12:00:00,211.0200,211.0200,210.1200,210.5500,1089507
2024-11-07 11:45:00,211.0300,211.2000,210.6400,211.0400,930287
2024-11-07 11:30:00,210.9700,211.0700,210.8150,211.0101,797455
2024-11-07 11:15:00,210.7200,211.0300,210.6200,210.9700,1108156
2024-11-07 11:00:00,211.2600,211.3700,210.5200,210.7300,1110240
2024-11-07 10:45:00,211.2500,211.8200,210.9300,211.2200,1883793
2024-11-07 10:30:00,210.6900,211.3900,210.2500,211.2500,3118677
2024-11-07 10:15:00,211.7766,211.9599,210.5100,210.6800,3066195
2024-11-07 10:00:00,210.7300,212.2500,210.6750,211.7700,3607720
2024-11-07 09:45:00,209.6450,210.7300,209.3800,210.7220,4456941
2024-11-07 09:30:00,207.4400,209.7900,207.1900,209.6500,4840336
2024-11-07 09:15:00,207.8500,208.1000,207.0700,207.3200,123794
2024-11-07 09:00:00,207.8700,208.1900,207.0000,207.8300,55417
2024-11-07 08:45:00,207.5653,208.3400,207.5500,207.8700,90200
2024-11-07 08:30:00,207.5850,207.7100,207.2900,207.6300,36048
2024-11-07 08:15:00,207.9900,207.9900,207.0900,207.5850,57721
2024-11-07 08:00:00,206.0852,208.0000,205.5679,207.9450,146457
2024-11-07 07:45:00,207.2100,207.5200,207.0900,207.4900,17673
2024-11-07 07:30:00,207.5600,207.5800,207.1300,207.2100,25607
2024-11-07 07:15:00,206.8900,207.6100,206.8200,207.5900,47521
2024-11-07 07:00:00,206.1600,206.8900,206.1100,206.8500,38393
2024-11-07 06:45:00,206.2000,206.2300,206.0800,206.2100,3844
2024-11-07 06:30:00,206.2500,206.2700,206.0800,206.2000,3587
2024-11-07 06:15:00,206.0500,206.3400,205.9900,206.2600,7904
2024-11-07 06:00:00,206.1100,206.1100,206.0000,206.0600,2527
2024-11-07 05:45:00,206.1900,206.3300,206.0100,206.0600,9413
2024-11-07 05:30:00,206.0600,206.2000,206.0200,206.1900,2199
2024-11-07 05:15:00,205.9300,206.1300,205.9300,206.0800,5020
2024-11-07 05:00:00,205.9000,205.9800,205.8900,205.9800,5295
2024-11-07 04:45:00,205.8900,205.9400,205.8000,205.8900,4716
2024-11-07 04:30:00,206.1500,206.2000,205.7000,205.8200,9420
2024-11-07 04:15:00,206.0700,206.2000,206.0000,206.1900,16833
2024-11-07 04:00:00,206.6000,206.6000,205.5600,206.1000,28058
2024-11-06 19:45:00,205.7650,206.0000,205.6800,206.0000,14622
2024-11-06 19:30:00,206.0000,206.0500,205.6000,205.7400,8810
2024-11-06 19:15:00,206.1000,206.2500,206.0000,206.0000,16837
2024-11-06 19:00:00,206.1500,206.3000,206.0000,206.0500,12563
2024-11-06 18:45:00,206.3800,206.4000,206.1000,206.1500,11083
2024-11-06 18:30:00,206.5000,206.5000,206.2600,206.4000,8839
2024-11-06 18:15:00,206.5700,206.6600,206.5000,206.5250,12439
2024-11-06 18:00:00,206.6800,206.6800,206.5500,206.6050,6785
2024-11-06 17:45:00,206.5700,206.7000,206.5500,206.6150,11052
2024-11-06 17:30:00,206.6850,206.8000,199.9928,206.5600,11863
2024-11-06 17:15:00,206.6500,207.0900,196.3550,206.6850,240662
2024-11-06 17:00:00,206.9200,211.2953,206.5500,206.6600,15834
2024-11-06 16:45:00,206.3300,207.0000,206.1500,206.9100,66481
2024-11-06 16:30:00,206.5201,206.6000,206.3019,206.3300,44237
2024-11-06 16:15:00,206.6050,207.0900,206.4300,206.5600,146634
2024-11-06 16:00:00,207.1000,207.1100,206.4300,206.5100,18152773
2024-11-06 15:45:00,205.4800,207.5500,205.1500,207.1000,6488251
2024-11-06 15:30:00,205.0550,205.5800,205.0100,205.4850,1302561
2024-11-06 15:15:00,205.5350,205.5900,204.9000,205.0600,1007784
2024-11-06 15:00:00,205.1100,205.6400,205.0500,205.5400,1076537
2024-11-06 14:45:00,204.7400,205.1799,204.7100,205.1033,916787
2024-11-06 14:30:00,205.3300,205.3900,204.4500,204.7400,1324910
2024-11-06 14:15:00,205.7000,205.7100,205.2000,205.3350,820920
2024-11-06 14:00:00,205.3700,205.8500,205.0800,205.6940,1886384
2024-11-06 13:45:00,205.4900,205.6750,205.2200,205.3776,821945
2024-11-06 13:30:00,205.6800,205.7366,205.1701,205.4900,768414
2024-11-06 13:15:00,205.6900,206.0400,205.2200,205.6700,979983
2024-11-06 13:00:00,205.9350,206.0700,205.5100,205.6800,925206
2024-11-06 12:45:00,205.1850,206.1000,205.1800,205.9450,1250006
2024-11-06 12:30:00,206.0000,206.2200,205.0500,205.1550,1453033
2024-11-06 12:15:00,206.1300,206.1700,205.5900,205.9900,1274690
2024-11-06 12:00:00,205.5700,206.2625,205.4800,206.1300,1737477
2024-11-06 11:45:00,205.1300,205.7500,204.9900,205.5700,1291626
2024-11-06 11:30:00,204.4100,205.6000,204.3800,205.1550,2161211
2024-11-06 11:15:00,204.2101,204.5200,203.3300,204.4000,1678461
2024-11-06 11:00:00,203.8650,204.2150,203.4800,204.2150,2043057
2024-11-06 10:45:00,204.5550,204.8300,203.7600,203.8600,2205092
2024-11-06 10:30:00,204.9600,206.0800,204.3702,204.5600,4399407
2024-11-06 10:15:00,202.4800,205.2600,202.4500,204.9200,5751730
2024-11-06 10:00:00,200.9750,202.6600,200.5200,202.5200,4168478
2024-11-06 09:45:00,201.0300,201.3600,199.8000,200.9372,3485230
2024-11-06 09:30:00,200.0100,201.4500,199.1400,201.0400,7926145
2024-11-06 09:15:00,200.5000,200.6200,199.0600,199.9300,422237
2024-11-06 09:00:00,200.5400,200.6600,200.4000,200.5000,233845
2024-11-06 08:45:00,200.4299,200.7500,200.3500,200.5400,166868
2024-11-06 08:30:00,200.3500,200.5000,200.2600,200.4001,127541
2024-11-06 08:15:00,199.8350,200.5100,199.8000,200.3200,211199
2024-11-06 08:00:00,199.5000,202.9200,197.7434,199.8200,274699
2024-11-06 07:45:00,199.5000,199.9000,199.3500,199.8400,101619
2024-11-06 07:30:00,199.5600,199.7500,199.3000,199.4900,114191
2024-11-06 07:15:00,199.3700,199.6700,199.1500,199.5500,145456
2024-11-06 07:00:00,198.2500,199.4100,198.2000,199.3700,175951
2024-11-06 06:45:00,199.1500,199.1500,197.5900,198.2500,84111
2024-11-06 06:30:00,199.9300,199.9400,199.0700,199.1600,40820
2024-11-06 06:15:00,199.8900,200.2300,199.7500,199.8900,24726
2024-11-06 06:00:00,199.9400,200.0900,199.5900,199.8100,16829
2024-11-06 05:45:00,200.6500,200.6900,199.5600,199.8800,32624
2024-11-06 05:30:00,200.7400,200.9200,200.4600,200.6500,15642
2024-11-06 05:15:00,200.7800,200.9800,200.6600,200.8400,18715
2024-11-06 05:00:00,201.0600,201.3000,200.7000,200.7000,38277
2024-11-06 04:45:00,201.3300,201.3700,200.7600,201.0500,17774
2024-11-06 04:30:00,200.8500,201.9100,200.8200,201.3200,33224
2024-11-06 04:15:00,200.7500,200.9900,200.3900,200.8000,19026
2024-11-06 04:00:00,201.1700,202.0000,200.1700,200.7900,55564
2024-11-05 19:45:00,198.8473,199.1000,198.8000,199.1000,17677
2024-11-05 19:30:00,198.4700,198.9200,198.4300,198.8953,17375
2024-11-05 19:15:00,198.4800,198.8500,198.4180,198.4300,31837
2024-11-05 19:00:00,198.7200,198.7600,198.4000,198.4100,22078
2024-11-05 18:45:00,198.8000,198.8500,198.6200,198.7400,10456
2024-11-05 18:30:00,198.7983,198.8400,198.6200,198.6219,8017
2024-11-05 18:15:00,199.0000,199.0000,198.6200,198.8300,5023
2024-11-05 18:00:00,198.9750,199.0000,198.5000,198.7920,18219
2024-11-05 17:45:00,198.8500,199.1000,198.8200,199.0000,19552
