time,SMA
2024-09-12 08:30,206.8282
2024-09-12 08:00,206.7485
2024-09-12 07:30,206.6686
2024-09-12 07:00,206.5851
2024-09-12 06:30,206.4886
2024-09-12 06:00,206.3959
2024-09-12 05:30,206.2857
2024-09-12 05:00,206.1992
2024-09-12 04:30,206.0951
2024-09-12 04:00,205.9814
2024-09-11 19:30,205.8654
2024-09-11 19:00,205.7589
2024-09-11 18:30,205.6554
2024-09-11 18:00,205.5519
2024-09-11 17:30,205.4414
2024-09-11 17:00,205.3400
2024-09-11 16:30,205.2254
2024-09-11 16:00,205.1125
2024-09-11 15:30,205.0105
2024-09-11 15:00,204.9072
2024-09-11 14:30,204.8152
2024-09-11 14:00,204.7320
2024-09-11 13:30,204.6569
2024-09-11 13:00,204.5829
2024-09-11 12:30,204.5265
2024-09-11 12:00,204.4657
2024-09-11 11:30,204.4205
2024-09-11 11:00,204.4005
2024-09-11 10:30,204.3932
2024-09-11 10:00,204.3959
2024-09-11 09:30,204.4062
2024-09-11 09:00,204.3952
2024-09-11 08:30,204.2994
2024-09-11 08:00,204.2327
2024-09-11 07:30,204.1615
2024-09-11 07:00,204.0804
2024-09-11 06:30,204.0044
2024-09-11 06:00,203.9314
2024-09-11 05:30,203.8569
2024-09-11 05:00,203.8004
2024-09-11 04:30,203.7510
2024-09-11 04:00,203.6997
2024-09-10 19:00,203.6567
2024-09-10 18:30,203.5849
2024-09-10 18:00,203.5129
2024-09-10 17:30,203.4307
2024-09-10 17:00,203.3444
2024-09-10 16:30,203.2614
2024-09-10 16:00,203.1677
2024-09-10 15:30,203.0711
2024-09-10 15:00,202.9759
2024-09-10 14:30,202.8827
2024-09-10 14:00,202.8126
2024-09-10 13:30,202.7491
2024-09-10 13:00,202.6943
2024-09-10 12:30,202.6309
2024-09-10 12:00,202.5795
2024-09-10 11:30,202.5363
2024-09-10 11:00,202.4955
2024-09-10 10:30,202.4171
2024-09-10 10:00,202.3402
2024-09-10 09:30,202.2801
2024-09-10 09:00,202.2141
2024-09-10 08:30,202.1525
2024-09-10 08:00,202.1241
2024-09-10 07:30,202.1088
2024-09-10 07:00,202.0933
2024-09-10 06:30,202.0573
2024-09-10 06:00,202.0421
2024-09-10 05:30,202.0083
2024-09-10 05:00,201.9778
2024-09-10 04:30,201.9398
2024-09-10 04:00,201.9026
2024-09-09 19:30,201.8655
2024-09-09 19:00,201.8310
2024-09-09 18:30,201.7878
2024-09-09 18:00,201.7738
2024-09-09 17:30,201.7611
2024-09-09 17:00,201.7430
2024-09-09 16:30,201.7260
2024-09-09 16:00,201.7015
2024-09-09 15:30,201.6858
2024-09-09 15:00,201.6618
2024-09-09 14:30,201.6450
2024-09-09 14:00,201.6297
2024-09-09 13:30,201.6213
2024-09-09 13:00,201.6103
2024-09-09 12:30,201.5830
2024-09-09 12:00,201.5534
2024-09-09 11:30,201.5141
2024-09-09 11:00,201.4793
2024-09-09 10:30,201.4582
2024-09-09 10:00,201.4394
2024-09-09 09:30,201.4208
2024-09-09 09:00,201.4192
2024-09-09 08:30,201.4572
2024-09-09 08:00,201.4937
2024-09-09 07:30,201.5372
2024-09-09 07:00,201.5840
2024-09-09 06:00,201.6179
2024-09-09 05:30,201.6452
2024-09-09 05:00,201.6849
2024-09-09 04:30,201.7172
2024-09-09 04:00,201.7739
2024-09-06 19:30,201.8302
2024-09-06 19:00,201.8869
2024-09-06 18:30,201.9569
2024-09-06 18:00,202.0297
2024-09-06 17:30,202.1014
2024-09-06 17:00,202.1847
2024-09-06 16:30,202.2580
2024-09-06 16:00,202.3340
2024-09-06 15:30,202.3910
2024-09-06 15:00,202.4444
2024-09-06 14:30,202.5040
2024-09-06 14:00,202.5640
2024-09-06 13:30,202.6272
2024-09-06 13:00,202.6781
2024-09-06 12:30,202.7240
2024-09-06 12:00,202.7835
2024-09-06 11:30,202.8377
2024-09-06 11:00,202.8754
2024-09-06 10:30,202.9197
2024-09-06 10:00,202.9627
2024-09-06 09:30,202.9821
2024-09-06 09:00,202.9836
2024-09-06 08:30,203.0016
2024-09-06 08:00,203.0145
2024-09-06 07:30,203.0095
2024-09-06 07:00,203.0045
2024-09-06 06:30,202.9878
2024-09-06 06:00,202.9765
2024-09-06 05:30,202.9635
2024-09-06 04:30,202.9535
2024-09-06 04:00,202.9395
2024-09-05 19:30,202.9328
2024-09-05 19:00,202.9031
2024-09-05 18:30,202.8668
2024-09-05 18:00,202.8418
2024-09-05 17:30,202.8150
2024-09-05 17:00,202.7990
2024-09-05 16:30,202.7728
2024-09-05 16:00,202.7586
2024-09-05 15:30,202.7446
2024-09-05 15:00,202.7221
2024-09-05 14:30,202.6985
2024-09-05 14:00,202.6648
2024-09-05 13:30,202.6398
2024-09-05 13:00,202.6108
2024-09-05 12:30,202.5856
2024-09-05 12:00,202.5692
2024-09-05 11:30,202.5664
2024-09-05 11:00,202.5813
2024-09-05 10:30,202.5979
2024-09-05 10:00,202.5974
2024-09-05 09:30,202.5778
2024-09-05 09:00,202.5743
2024-09-05 08:30,202.5551
2024-09-05 08:00,202.5388
2024-09-05 07:30,202.5561
2024-09-05 07:00,202.5279
2024-09-05 06:30,202.4834
2024-09-05 06:00,202.4404
2024-09-05 05:30,202.4024
2024-09-05 05:00,202.3633
2024-09-05 04:30,202.3329
2024-09-05 04:00,202.2991
2024-09-04 19:30,202.2633
2024-09-04 19:00,202.2344
2024-09-04 18:30,202.2059
2024-09-04 18:00,202.1776
